Name,Rating,href,attributes,Latitude,Longitude
Kanha Restaurant,4.1,https://www.google.com/maps/place/Kanha+Restaurant/data=!4m7!3m6!1s0x390ceb47e2f9d683:0x7956418efe19a5f6!8m2!3d28.4775788!4d77.517186!16s%2Fg%2F11fspglpgl!19sChIJg9b54kfrDDkR9qUZ_o5BVnk?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOe1PVZSo8dl77KTyOcSz38FwDr52uZE81TH0dr=w122-h92-k-no,28.4736963,77.5500776
Mommy Yummy Korean Restaurant & Cafe,4.7,https://www.google.com/maps/place/Mommy+Yummy+Korean+Restaurant+%26+Cafe/data=!4m7!3m6!1s0x390cebc20e004725:0x9ef4969cbb0b88ea!8m2!3d28.4665787!4d77.5203733!16s%2Fg%2F11fr_zvy_m!19sChIJJUcADsLrDDkR6ogLu5yW9J4?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMRNYG-_P7ek2cpDZEVNQJbTO42g6jI7L9xxQ-U=w122-h92-k-no,28.4665787,77.5203733
Greater Noida Chinese Food And Restaurants,5,https://www.google.com/maps/place/Greater+Noida+Chinese+Food+And+Restaurants/data=!4m7!3m6!1s0x390cebce88bda5ab:0xcda01bafd75974f0!8m2!3d28.463481!4d77.5061915!16s%2Fg%2F11h75phkzx!19sChIJq6W9iM7rDDkR8HRZ168boM0?authuser=0&hl=en&rclk=1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mq4C-7Ucns6e0R97udq0wg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=282.33084&pitch=0&thumbfov=100,28.463481,77.5061915
Chaupal - Pure Veg Village Theme Restaurant,4.4,https://www.google.com/maps/place/Chaupal+-+Pure+Veg+Village+Theme+Restaurant/data=!4m7!3m6!1s0x390cefa72af0bd7b:0xfe1b11593782d1bb!8m2!3d28.5856243!4d77.4554214!16s%2Fg%2F11rcnnn001!19sChIJe73wKqfvDDkRu9GCN1kRG_4?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNNgYUHSX2bWxOOTqQboAbRppkS4Zbx0L_qq3g=w122-h92-k-no,28.5856243,77.4554214
Saffron The Restaurant - Amritpuram,4,https://www.google.com/maps/place/Saffron+The+Restaurant+-+Amritpuram/data=!4m7!3m6!1s0x390ceb6750a57a21:0xb2e3cc815e65e666!8m2!3d28.4799486!4d77.5007344!16s%2Fg%2F11spdc5zcf!19sChIJIXqlUGfrDDkRZuZlXoHM47I?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOgxMr3iGBOEeRLl0A-bHEBLXGIYp2UnBBEVehn=w80-h106-k-no,28.4799486,77.5007344
Anands restaurant,4,https://www.google.com/maps/place/Anands+restaurant/data=!4m7!3m6!1s0x390ceb3ada21b807:0x1938ca373eeb751d!8m2!3d28.4704758!4d77.5105119!16s%2Fg%2F11b7lmh84g!19sChIJB7gh2jrrDDkRHXXrPjfKOBk?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPEcmd5TftRoU2KxeKXlPBAvxO1Rte5p7B5Od5A=w89-h92-k-no,28.4704758,77.5105119
Al-Safi Family Restaurant,4.6,https://www.google.com/maps/place/Al-Safi+Family+Restaurant/data=!4m7!3m6!1s0x390cc1590fe0055d:0x6796e6542e896a9!8m2!3d28.4656779!4d77.5379094!16s%2Fg%2F11mwtcrkgv!19sChIJXQXgD1nBDDkRqZboQmVueQY?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNNf5IT-1U8_6a8XGalYBYoVt4ITOLNZY34ssnr=w80-h106-k-no,28.4656779,77.5379094
Apnee Rasoi,4.4,https://www.google.com/maps/place/Apnee+Rasoi/data=!4m7!3m6!1s0x390cebfb0eb0f5cf:0x5e775ea223ac1427!8m2!3d28.4835929!4d77.5256958!16s%2Fg%2F11n0zn85z2!19sChIJz_WwDvvrDDkRJxSsI6Jed14?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOfYbErCLPM9AX9URc61zQQCpFk6ST0sqJAiAPp=w122-h92-k-no,28.4835929,77.5256958
Madam Mayo,4,https://www.google.com/maps/place/Madam+Mayo/data=!4m7!3m6!1s0x390ceb3b64f3bc09:0x7b4a9947d7761ef3!8m2!3d28.4778993!4d77.5178897!16s%2Fg%2F11pkv67nnn!19sChIJCbzzZDvrDDkR8x5210eZSns?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPKiiETrH-YEroGTMHx2GDaqVqzKyy8DRZQiucs=w122-h92-k-no,28.4778993,77.5178897
Paintra Restaurant,4.2,https://www.google.com/maps/place/Paintra+Restaurant/data=!4m7!3m6!1s0x390cea72a481711d:0xd1223159c1d3c30a!8m2!3d28.4767048!4d77.4942025!16s%2Fg%2F11ggvykfvq!19sChIJHXGBpHLqDDkRCsPTwVkxItE?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMFR_gWc9ucIpddo40r6Chf-oqjb3Gx8ncBwFTY=w122-h92-k-no,28.4767048,77.4942025
Biryani By Kilo - Greater Noida,4,https://www.google.com/maps/place/Biryani+By+Kilo+-+Greater+Noida/data=!4m7!3m6!1s0x390ce5338c26343f:0xd7504079de9442!8m2!3d28.4779287!4d77.5180671!16s%2Fg%2F11h8cqy605!19sChIJPzQmjDPlDDkRQpTeeUBQ1wA?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOi1dS91GMbOnpJM58-s34G4WRywu5KN43KQQbt=w138-h92-k-no,28.4779287,77.5180671
AL-Bareera Chicken Restaurant,4.7,https://www.google.com/maps/place/AL-Bareera+Chicken+Restaurant/data=!4m7!3m6!1s0x390cc1455aa052bd:0x50be7e70a1267897!8m2!3d28.4317595!4d77.5034694!16s%2Fg%2F11s6xnl6hw!19sChIJvVKgWkXBDDkRl3gmoXB-vlA?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipP0cKJ5ezHFgXcLZ-_TR0qMD-Ws2-cXchIlOhf1=w122-h92-k-no,28.4317595,77.5034694
AL-AZIZ Family Restaurant,4.6,https://www.google.com/maps/place/AL-AZIZ+Family+Restaurant/data=!4m7!3m6!1s0x390ceb3f01b0f0cf:0x6e6558e6332e1b72!8m2!3d28.5132452!4d77.4748354!16s%2Fg%2F11q7kpfprd!19sChIJz_CwAT_rDDkRchsuM-ZYZW4?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipObmbdvUOEBFfvcWX-g-athUj_e45jMgS26JXVc=w122-h92-k-no,28.5132452,77.4748354
MAATI - Family resturant & Party hall,3.3,https://www.google.com/maps/place/MAATI+-+Family+resturant+%26+Party+hall/data=!4m7!3m6!1s0x390cefee387b6c0d:0xccb1c5de3a86b65c!8m2!3d28.601172!4d77.448674!16s%2Fg%2F11p6fy_ply!19sChIJDWx7OO7vDDkRXLaGOt7Fscw?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNEeNeTs_Xd2AsgmF0sB5gfk3jQ5MeNWUKHgIrE=w199-h92-k-no,28.601172,77.448674
Desi Galli restaurant,4,https://www.google.com/maps/place/Desi+Galli+restaurant/data=!4m7!3m6!1s0x390cea7944b6bf3b:0x2e8697724a1d91b2!8m2!3d28.4787975!4d77.5046289!16s%2Fg%2F11bw47bz13!19sChIJO7-2RHnqDDkRspEdSnKXhi4?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipME2qtyvmOSeFXzkUsmcPC-UQB3A8KPNDJ4KVX3=w88-h92-k-no,28.4787975,77.5046289
Chicken Point Restaurant,3.9,https://www.google.com/maps/place/Chicken+Point+Restaurant/data=!4m7!3m6!1s0x390ceb0cfa55550f:0x2c4f6f08dce48728!8m2!3d28.4802338!4d77.4998746!16s%2Fg%2F11fj5lk1zn!19sChIJD1VV-gzrDDkRKIfk3AhvTyw?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMMzDzW5e-u0lJX1NWHtT5vF4WV2TJcSDRB9gIN=w162-h92-k-no,28.4802338,77.4998746
Veg Always,3.9,https://www.google.com/maps/place/Veg+Always/data=!4m7!3m6!1s0x390cea7ec4c2fbed:0xc89f56d748f3ff7e!8m2!3d28.4711198!4d77.5112015!16s%2Fg%2F11bzrg62nm!19sChIJ7fvCxH7qDDkRfv_zSNdWn8g?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipP7Hv3zwBF9RU1MzRDsxazsEIptEc9K-r4sERy5=w163-h92-k-no,28.4711198,77.5112015
Clear Sky Restaurant,4.6,https://www.google.com/maps/place/Clear+Sky+Restaurant/data=!4m7!3m6!1s0x390cebefd4cdaecd:0x30737e8cbac48bba!8m2!3d28.4843374!4d77.5434399!16s%2Fg%2F11k4jkk5tx!19sChIJza7N1O_rDDkRuovEuox-czA?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPAit7Iq1ysob_32BCyN-kgGGwAStDvLf9sQBHS=w122-h92-k-no,28.4843374,77.5434399
Sadda Dhaba Rooftop restro and cafe,3.6,https://www.google.com/maps/place/Sadda+Dhaba+Rooftop+restro+and+cafe/data=!4m7!3m6!1s0x390ceb4f0ea30971:0x186c82e3be27f2a4!8m2!3d28.4987526!4d77.5207376!16s%2Fg%2F11spjjzlgy!19sChIJcQmjDk_rDDkRpPInvuOCbBg?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNBnYZMYWqSz-f8GtyxldL5Yb43KcE0KrC2W-WP=w92-h92-k-no,28.4987526,77.5207376
Vaango,3,https://www.google.com/maps/place/Vaango/data=!4m7!3m6!1s0x390cc1b15fb6ff67:0x2ac7b638ddf46338!8m2!3d28.4652554!4d77.5109279!16s%2Fg%2F11tnftkwdm!19sChIJZ_-2X7HBDDkROGP03Ti2xyo?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMJl9_JPUBgiudxDdvy0OugWVLGFvYOmZ17uVfC=w80-h106-k-no,28.4652554,77.5109279
Greno Restaurant,5,https://www.google.com/maps/place/Greno+Restaurant/data=!4m7!3m6!1s0x390ceb49d1a2185b:0x5ef4084187582c72!8m2!3d28.4720362!4d77.5181734!16s%2Fg%2F11l1mt2hl1!19sChIJWxii0UnrDDkRcixYh0EI9F4?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOwIOO79aoqLkGQrjLSS8s6sVBKoRuKvAC5V3g=w138-h92-k-no,28.4720362,77.5181734
Umamii,4.9,https://www.google.com/maps/place/Umamii/data=!4m7!3m6!1s0x390cc1e83db24a3f:0x771ff297c5767f2a!8m2!3d28.4439896!4d77.5190311!16s%2Fg%2F11k9sl5zxy!19sChIJP0qyPejBDDkRKn92xZfyH3c?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPYaT7Ew9IWBjOMmS_gwY1LAdygr98noiexTBGH=w122-h92-k-no,28.4439896,77.5190311
Celestial Restaurant,4,https://www.google.com/maps/place/Celestial+Restaurant/data=!4m7!3m6!1s0x390cc16273b37151:0x46144a8c1b0d49e2!8m2!3d28.4664219!4d77.5077303!16s%2Fg%2F11f8lnp9d4!19sChIJUXGzc2LBDDkR4kkNG4xKFEY?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipP-tANDd6gFDRGjX-nye-_Ll6hehmc5eYAp7Dbp=w163-h92-k-no,28.4664219,77.5077303
Al-Zafran Restaurant,3.4,https://www.google.com/maps/place/Al-Zafran+Restaurant/data=!4m7!3m6!1s0x390ceb7f896b8a79:0xc70382c0f1694aac!8m2!3d28.4785588!4d77.5047992!16s%2Fg%2F11mtb0zm2k!19sChIJeYpriX_rDDkRrEpp8cCCA8c?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNaWetvnlxZTPiV57AepD6BUcmpDUOuyLEXwu4Y=w122-h92-k-no,28.4785588,77.5047992
Saran Bar & Restaurant,4.5,https://www.google.com/maps/place/Saran+Bar+%26+Restaurant/data=!4m7!3m6!1s0x390ceb6cd5c9cff9:0x39b9c315f2b2efab!8m2!3d28.4571813!4d77.5016432!16s%2Fg%2F11sv_49293!19sChIJ-c_J1WzrDDkRq--y8hXDuTk?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMW5vWj51kiuov646mWabLa9I-R2auP9z7RiL9F=w204-h92-k-no,28.4571813,77.5016432
Namaste Punjab - Gr Noida West,4.2,https://www.google.com/maps/place/Namaste+Punjab+-+Gr+Noida+West/data=!4m7!3m6!1s0x390cee4b84efd429:0xa7b4207ddaf97e83!8m2!3d28.6075602!4d77.4363599!16s%2Fg%2F11c5_6qc9z!19sChIJKdTvhEvuDDkRg3752n0gtKc?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPpogFyx7lmTzndPBv0JuXkics19a2NMM2FmRUz=w138-h92-k-no,28.6075602,77.4363599
Mafias of Grill Alpha II,4.7,https://www.google.com/maps/place/Mafias+of+Grill+Alpha+II/data=!4m7!3m6!1s0x390cebd392426b65:0x1646a388db6ecf92!8m2!3d28.4778184!4d77.5177398!16s%2Fg%2F11sv5l1m36!19sChIJZWtCktPrDDkRks9u24ijRhY?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNR_YzRvxPuq_B8VvIqnj5W4N9uFoqu1xswUt8=w122-h92-k-no,28.4778184,77.5177398
The Kitchen,4.2,https://www.google.com/maps/place/The+Kitchen/data=!4m7!3m6!1s0x390ceb94cfb4760f:0xc130bf6780c3847!8m2!3d28.4737002!4d77.550247!16s%2Fg%2F11j_vbgqbd!19sChIJD3a0z5TrDDkRRzgMePYLEww?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNBtbYo_oWlC8hASpITSyTeQ_4yC8PCbbNGIHrG=w80-h106-k-no,28.4737002,77.550247
Bansooriwala Alpha 1 Greater Noida,4.2,https://www.google.com/maps/place/Bansooriwala+Alpha+1+Greater+Noida/data=!4m7!3m6!1s0x390cebef5cdb0d27:0x614fc8d46196fc68!8m2!3d28.4709945!4d77.5112775!16s%2Fg%2F11t5jfzw08!19sChIJJw3bXO_rDDkRaPyWYdTIT2E?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMBkbBhHBwz2wBxTIygS64tsegqfidyE8hvQl4X=w122-h92-k-no,28.4709945,77.5112775
Sky Wings restaurant,4.7,https://www.google.com/maps/place/Sky+Wings+restaurant/data=!4m7!3m6!1s0x390cef8e9125cb61:0x4856cce66579c65b!8m2!3d28.5819869!4d77.4412949!16s%2Fg%2F11t6tnwy6l!19sChIJYcslkY7vDDkRW8Z5ZebMVkg?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipM1WJzRCSchy9lvrIOFLyMBhuVy2wEszTmo1LXt=w122-h92-k-no,28.5819869,77.4412949
Krishna Food Zone Greater Noida,3,https://www.google.com/maps/place/Krishna+Food+Zone+Greater+Noida/data=!4m7!3m6!1s0x390cc1e7e96d2fb3:0x5cbe89259432b3b5!8m2!3d28.4490454!4d77.522361!16s%2Fg%2F11k2gvv_wc!19sChIJsy9t6efBDDkRtbMylCWJvlw?authuser=0&hl=en&rclk=1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=v14ghV8TcsdCcX8VuHOlow&cb_client=search.gws-prod.gps&w=80&h=92&yaw=155.54417&pitch=0&thumbfov=100,28.4490454,77.522361
OOAK Eats - Greater Noida,4.3,https://www.google.com/maps/place/OOAK+Eats+-+Greater+Noida/data=!4m7!3m6!1s0x390cea8fbfffffff:0x1417b667d567224e!8m2!3d28.4768795!4d77.4943088!16s%2Fg%2F11j0d8xpc7!19sChIJ____v4_qDDkRTiJn1We2FxQ?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNXdWq4avEzcax6M7RNhuaVXJnrw1zNXPJFuFiB=w80-h106-k-no,28.4768795,77.4943088
Moti Mahal Delux,3.2,https://www.google.com/maps/place/Moti+Mahal+Delux/data=!4m7!3m6!1s0x390cc030e9a468e7:0x47efa8a2465d08b0!8m2!3d28.4536143!4d77.5261157!16s%2Fg%2F11g6q3n43t!19sChIJ52ik6TDADDkRsAhdRqKo70c?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMvAQKo_LQ7KKFJT1VcLJkkTqtiEOyhxIGkQkap=w163-h92-k-no,28.4536143,77.5261157
Taste of up,4,https://www.google.com/maps/place/Taste+of+up/data=!4m7!3m6!1s0x390ceb64cce7d939:0x76eb99ede625c051!8m2!3d28.4723714!4d77.5140181!16s%2Fg%2F11t2rbppw8!19sChIJOdnnzGTrDDkRUcAl5u2Z63Y?authuser=0&hl=en&rclk=1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g6KsAeOxwZdlpt8-IXuOmQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=188.76555&pitch=0&thumbfov=100,28.4723714,77.5140181
Bansiwala Restaurant,4.4,https://www.google.com/maps/place/Bansiwala+Restaurant/data=!4m7!3m6!1s0x390cebbf89dabb49:0xe980893901a61ae2!8m2!3d28.4720551!4d77.5126517!16s%2Fg%2F11rvcx6891!19sChIJSbvaib_rDDkR4hqmATmJgOk?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipN_hwaIR2OWPdRCZaFiLCJ8-narhjqlTotpmRbG=w141-h92-k-no,28.4720551,77.5126517
INDIAN DELIGHT FAMILY RESTAURANT,4.9,https://www.google.com/maps/place/INDIAN+DELIGHT+FAMILY+RESTAURANT/data=!4m7!3m6!1s0x390cebdd03932bf9:0x66ab6326c65ef78!8m2!3d28.4966551!4d77.5221912!16s%2Fg%2F11jzplg_cq!19sChIJ-SuTA93rDDkReO9lbDK2agY?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOC2R5giSdx_TzptqU7jWGpGwWPyyVdZhEw2zh-=w80-h106-k-no,28.4966551,77.5221912
Pls Restaurant,1,https://www.google.com/maps/place/Pls+Restaurant/data=!4m7!3m6!1s0x390cea72a65f9a3f:0xdbcc67e2e431182e!8m2!3d28.4769548!4d77.4940927!16s%2Fg%2F11tf_4rpgf!19sChIJP5pfpnLqDDkRLhgx5OJnzNs?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNkbbHS_4Xjp6RLvpWV2kMqG2l3ug0kAwvIChOQ=w122-h92-k-no,28.4769548,77.4940927
Milestone Cafe,3.9,https://www.google.com/maps/place/Milestone+Cafe/data=!4m7!3m6!1s0x390cea1331eee25d:0xa2fc7f6cf93eb4c4!8m2!3d28.4807709!4d77.4927222!16s%2Fg%2F11c1sz6qv0!19sChIJXeLuMRPqDDkRxLQ--Wx__KI?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPww8FWBgCo3DAAzpGymWw3SYGoOsM12yqXLNmw=w122-h92-k-no,28.4807709,77.4927222
Royal Kitchen,4.7,https://www.google.com/maps/place/Royal+Kitchen/data=!4m7!3m6!1s0x390ceb017163a07b:0x3482062f85b81c7f!8m2!3d28.4824322!4d77.5256196!16s%2Fg%2F11tjjj5bpf!19sChIJe6BjcQHrDDkRfxy4hS8GgjQ?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOKFtLZ-IMxAE44Gn1z1EXGDEQOsRyRURbIcGVX=w122-h92-k-no,28.4824322,77.5256196
Dragon noodles,4.7,https://www.google.com/maps/place/Dragon+noodles/data=!4m7!3m6!1s0x390ceb08ceca4899:0x42fc452af9160f6c!8m2!3d28.4726801!4d77.513854!16s%2Fg%2F11rdbdy6bf!19sChIJmUjKzgjrDDkRbA8W-SpF_EI?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPy5puaRkaFM9HEFKec_s6xL1eP2jCzoo6i1_s0=w122-h92-k-no,28.4726801,77.513854
The U Kitchen,4.2,https://www.google.com/maps/place/The+U+Kitchen/data=!4m7!3m6!1s0x390cc1f296377a73:0xb33170e9ef86377c!8m2!3d28.4568278!4d77.5204485!16s%2Fg%2F11v5d0cyqw!19sChIJc3o3lvLBDDkRfDeG7-lwMbM?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPxaiQJA0m_1IbZWU_yf8GeFX5VvRDXv8p-fHE=w122-h92-k-no,28.4568278,77.5204485
Kanha Restaurant,4.8,https://www.google.com/maps/place/Kanha+Restaurant/data=!4m7!3m6!1s0x390ceb03a937a769:0x2142ee33e57e961d!8m2!3d28.4736963!4d77.5500776!16s%2Fg%2F11n5pc1f2y!19sChIJaac3qQPrDDkRHZZ-5TPuQiE?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipP7kgU9jVcVmwpN_SfjWQLH7aP0dOq1Dn-CtYs2=w122-h92-k-no,28.4775788,77.517186
Kanha Restaurant,4.8,https://www.google.com/maps/place/Kanha+Restaurant/data=!4m7!3m6!1s0x390ceb03a937a769:0x2142ee33e57e961d!8m2!3d28.4736963!4d77.5500776!16s%2Fg%2F11n5pc1f2y!19sChIJaac3qQPrDDkRHZZ-5TPuQiE?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipP7kgU9jVcVmwpN_SfjWQLH7aP0dOq1Dn-CtYs2=w122-h92-k-no,28.4736963,77.5500776
The Dwelling Paradise - Hotel & Restaurant,4.6,https://www.google.com/maps/place/The+Dwelling+Paradise+-+Hotel+%26+Restaurant/data=!4m7!3m6!1s0x390cebbb2fa8ce89:0xa430847b812dac9d!8m2!3d28.4784186!4d77.5048442!16s%2Fg%2F11p3hpxj1r!19sChIJic6oL7vrDDkRnawtgXuEMKQ?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMXRgmRaaAwP-ifYgCGHX1ywqmOjSU1GowcXgvx=w138-h92-k-no,28.4784186,77.5048442
TRK Restaurant,2.5,https://www.google.com/maps/place/TRK+Restaurant/data=!4m7!3m6!1s0x390cc19322f1844b:0x921d399fac49180!8m2!3d28.432158!4d77.5037726!16s%2Fg%2F11k4lbt1wf!19sChIJS4TxIpPBDDkRgJHE-pnTIQk?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOOM_RtjjT3MB0XShi3k8lVsNRutZj8_yxWDxzV=w122-h92-k-no,28.432158,77.5037726
Cross Avenue - Radisson Blu,4.2,https://www.google.com/maps/place/Cross+Avenue+-+Radisson+Blu/data=!4m7!3m6!1s0x390cc039a3456309:0x4419dbe5cc899f26!8m2!3d28.4498149!4d77.5278689!16s%2Fg%2F1pv6y2hpm!19sChIJCWNFoznADDkRJp-JzOXbGUQ?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMCb9u1jrJ0VF9thlEFMicdVT7tw5syrmHcIlIa=w138-h92-k-no,28.4498149,77.5278689
